Product Category,Unit Price,Quantity,Discount(%),Pages Viewed,Time on Site (Sec),Added to Cart,Purchased
Sports,298.61,3,30,20,326,1,1
Beauty,368.19,1,0,11,958,0,0
Groceries,277.07,1,0,5,844,1,0
Fashion,269.46,3,20,21,1008,0,0
Beauty,1054.73,1,0,21,28,1,0
Fashion,562.06,4,0,3,362,0,0
Books,1987.58,2,15,18,376,1,0
Home & Kitchen,879.59,1,0,20,1657,1,1
Electronics,988.26,3,30,21,1697,0,0
Groceries,296.05,3,25,9,1383,1,0
Electronics,838.62,3,5,3,957,1,1
Groceries,213.92,4,15,18,1238,1,0
Groceries,1197.26,2,20,16,959,1,0
Electronics,618.67,1,30,14,894,1,0
Books,559.18,2,0,24,1076,0,0
Groceries,580.2,4,0,9,1782,0,0
Electronics,874.81,3,15,18,152,0,0
Fashion,219.22,1,20,23,358,1,0
Sports,453.82,4,30,15,1146,0,0
Toys,1440.59,1,0,1,994,1,0
Books,1193.94,1,0,17,232,1,1
Sports,399.53,4,0,6,472,0,0
Books,863,1,10,3,1615,0,0
Groceries,246.57,2,15,12,53,1,1
Books,1260.88,1,0,19,960,0,0
Toys,393.14,3,0,15,32,1,1
Books,1720.69,3,20,2,86,1,1
Books,1933.77,4,0,17,1733,1,0
Home & Kitchen,442.97,4,0,2,1051,1,1
Home & Kitchen,1477.13,3,0,9,962,0,0
Toys,982.75,3,15,7,1287,1,0
Books,1392.39,2,0,12,1411,1,1
Electronics,322.93,3,0,15,1163,1,0
Sports,166.56,1,25,9,1431,1,0
Books,554.28,2,30,12,1747,0,0
Sports,385.66,3,5,2,105,1,0
Beauty,880.44,4,15,4,1001,0,0
Home & Kitchen,486.68,3,10,19,1458,0,0
Fashion,161.57,4,0,23,78,0,0
Home & Kitchen,1235.5,1,20,9,866,1,0
Toys,1312.92,3,15,16,1427,1,1
Home & Kitchen,782.25,1,0,13,757,1,1
Beauty,733.28,2,0,24,223,0,0
Fashion,429.84,3,0,3,1584,1,0
Books,1926.59,3,0,6,600,0,0
Books,975.44,4,0,11,1584,1,0
Books,721.8,4,30,17,1614,1,0
Books,1132.44,4,10,20,1391,0,0
Books,719.16,2,25,19,518,0,0
Home & Kitchen,861.47,1,0,12,870,1,0
Groceries,485.75,1,5,23,937,0,0
Electronics,480.12,1,20,21,684,0,0
Books,1107.93,4,10,3,735,0,0
Books,658.44,1,15,22,264,0,0
Beauty,1631.91,2,5,11,1723,0,0
Books,1287.35,3,0,4,1751,0,0
Beauty,397.07,4,0,8,866,0,0
Toys,1149.63,4,30,20,11,0,0
Groceries,899.17,2,0,2,1411,0,0
Electronics,554.27,1,15,4,1443,1,1
Groceries,936.91,2,10,7,345,1,0
Electronics,690.34,4,25,18,599,1,1
Toys,1871.13,4,10,14,216,1,0
Home & Kitchen,1211.9,3,0,9,207,1,1
Toys,295.29,2,15,19,49,1,0
Sports,422.34,2,5,12,89,1,1
Electronics,321.23,2,10,22,1001,0,0
Sports,417.69,2,0,9,257,0,0
Sports,102.67,3,20,17,172,1,0
Toys,810.59,1,20,18,183,0,0
Books,1202.04,3,0,17,1366,0,0
Fashion,668.86,3,0,3,1157,0,0
Fashion,230.87,2,0,21,20,0,0
Home & Kitchen,665.3,3,0,16,1415,1,1
Toys,1995.42,2,0,16,1109,1,1
Home & Kitchen,626.37,1,10,5,123,0,0
Toys,1733,3,0,11,1670,1,0
Beauty,653.64,2,0,14,740,0,0
Sports,307.16,1,0,12,1621,0,0
Sports,336.15,4,0,20,219,0,0
Groceries,651.48,4,30,24,1594,1,1
Beauty,1366.66,4,10,2,459,1,0
Electronics,393.05,4,0,10,444,0,0
Groceries,158.1,4,25,14,1118,1,0
Beauty,550.52,4,15,10,171,1,0
Beauty,353.73,1,0,19,1435,0,0
Sports,238.37,2,15,23,23,0,0
Fashion,205.33,2,15,11,226,1,0
Beauty,1488.98,4,20,21,338,1,1
Electronics,408.02,4,5,8,283,1,0
Toys,1423.36,3,15,1,810,1,0
Books,599.75,3,25,21,31,0,0
Beauty,1474.3,1,15,23,1287,0,0
Groceries,768.01,2,0,3,541,1,0
Electronics,672.34,4,0,5,825,1,0
Electronics,336.78,1,15,2,1559,0,0
Fashion,755.59,4,0,4,657,1,1
Books,1554.78,4,0,16,764,1,1
Fashion,795.24,2,15,3,1516,0,0
Books,758.39,1,10,21,1386,1,0
Fashion,294.73,1,30,14,788,0,0
Books,696.48,1,5,22,486,1,1
Groceries,313.36,2,0,5,594,0,0
Groceries,860.56,1,0,15,222,1,1
Electronics,351.11,3,10,18,98,0,0
Groceries,1078.95,3,0,14,459,0,0
Electronics,288.55,4,30,21,1589,1,0
Sports,240.7,2,0,20,19,0,0
Fashion,564.28,1,0,4,457,1,1
Books,1178.18,4,20,23,1671,0,0
Fashion,746.75,3,0,5,1161,1,1
Books,750.29,3,0,21,1447,1,0
Groceries,371.61,3,30,11,438,0,0
Electronics,621.73,3,0,2,496,1,0
Fashion,701.87,4,0,4,1110,0,0
Beauty,1423.62,4,20,18,1741,0,0
Fashion,737.34,1,0,20,316,1,0
Sports,434.33,1,0,5,1731,1,0
Home & Kitchen,1136.57,1,0,6,382,0,0
Beauty,1375.46,4,10,8,773,0,0
Home & Kitchen,1470.14,4,15,11,1155,1,0
Home & Kitchen,526.11,1,10,5,327,1,1
Groceries,903.73,2,15,21,1507,0,0
Groceries,364.42,1,0,24,1725,0,0
Groceries,979.8,4,15,5,1502,0,0
Fashion,734.11,1,15,6,1255,0,0
Beauty,1052.29,1,25,15,550,0,0
Beauty,675.58,2,0,8,275,0,0
Home & Kitchen,408.46,3,5,14,1634,1,0
Fashion,504.07,1,0,19,1591,1,0
Groceries,668.88,1,0,24,1498,1,0
Books,1498.2,1,5,4,868,0,0
Sports,206.23,1,0,14,1113,1,0
Beauty,1121.46,4,30,21,653,0,0
Toys,687.18,3,10,13,369,0,0
Electronics,236.5,2,15,6,383,1,1
Fashion,149.07,1,0,17,808,1,0
Electronics,383.37,3,0,3,546,1,0
Fashion,471.7,4,30,22,869,1,1
Home & Kitchen,535.07,3,10,7,488,1,1
Sports,156.4,4,0,2,708,1,1
Electronics,779.61,2,10,11,739,1,0
Home & Kitchen,1188.78,1,15,6,1501,1,0
Toys,1725.21,4,0,10,1774,0,0
Books,729.5,3,30,7,1513,1,0
Fashion,603.84,2,15,18,233,1,0
Sports,405.84,1,15,1,261,1,0
Fashion,614.42,4,0,9,1710,1,1
Electronics,831.98,3,25,5,418,0,0
Books,833.16,2,0,12,272,0,0
Toys,1501.72,1,0,3,1382,1,0
Electronics,605.02,3,10,23,889,1,0
Home & Kitchen,1368.54,1,5,14,222,1,0
Groceries,734.75,3,20,6,17,1,0
Toys,1972.92,1,25,17,722,1,0
Fashion,465.5,1,10,22,204,0,0
Electronics,178.61,4,25,4,60,1,0
Fashion,532.26,3,25,24,30,1,1
Beauty,675.22,2,30,23,123,0,0
Books,578.88,1,0,19,162,0,0
Toys,1521.75,1,10,23,854,1,1
Home & Kitchen,443.38,1,0,19,1451,1,0
Sports,350.71,2,0,23,1385,1,1
Sports,428.11,4,0,2,592,1,1
Sports,149.75,1,0,1,564,0,0
Electronics,782.64,3,0,12,431,1,0
Books,1729.35,3,0,23,596,0,0
Toys,977.48,4,10,9,822,1,0
Books,1130.85,2,0,9,837,1,0
Groceries,822.81,1,0,10,472,1,1
Electronics,807.5,3,25,14,731,0,0
Electronics,950.12,3,30,4,1293,0,0
Toys,1585.76,2,20,5,427,1,1
Groceries,157.12,4,15,3,1174,0,0
Sports,142.09,2,0,5,770,0,0
Electronics,803.65,3,10,5,332,1,1
Electronics,150.68,1,0,6,1511,1,1
Groceries,151.2,4,10,21,455,0,0
Groceries,767.82,3,15,4,686,1,1
Fashion,293.18,3,15,12,746,1,0
Toys,1835.77,1,0,21,107,0,0
Books,811.39,3,20,6,1576,0,0
Fashion,257.93,3,0,18,1041,1,1
Books,584.39,2,0,4,780,1,1
Beauty,710.71,2,0,16,1620,1,0
Fashion,697.23,2,30,2,95,1,0
Toys,603.4,1,10,10,679,1,0
Fashion,658.13,1,25,17,37,0,0
Toys,1256.66,4,25,9,128,0,0
Books,987.64,3,0,20,812,0,0
Beauty,1219.65,2,5,11,1352,1,0
Books,833.54,2,0,10,1794,1,0
Beauty,1056.54,4,0,4,65,1,0
Beauty,273.29,4,30,12,909,1,0
Books,1386.53,4,20,12,862,1,1
Fashion,563.93,2,0,15,1194,1,0
Books,586.2,4,0,6,589,1,0
Toys,991.84,2,0,9,1545,1,1
Books,945.8,3,25,19,999,1,0
Sports,383.62,3,0,13,466,1,1
Toys,285.15,2,20,14,1107,1,0
Beauty,1178.71,2,10,11,28,1,0
Electronics,811.7,3,10,13,600,1,0
Electronics,452.86,1,0,5,614,1,0
Groceries,1162.12,4,10,17,1547,1,0
Home & Kitchen,1301.61,1,15,13,189,0,0
Books,1603.07,4,15,24,1682,1,0
Fashion,530.85,3,5,11,520,1,0
Sports,246.39,2,0,3,1273,1,1
Beauty,1164.53,2,15,21,621,0,0
Fashion,367.91,1,30,1,1673,1,0
Groceries,643.33,2,20,7,124,0,0
Groceries,1094.72,4,0,3,1053,1,0
Home & Kitchen,773.15,4,0,17,557,0,0
Home & Kitchen,1063.57,4,20,21,883,0,0
Home & Kitchen,1122.29,3,20,8,1335,1,0
Beauty,361.02,4,0,8,718,0,0
Home & Kitchen,309.7,1,0,13,1199,0,0
Books,1099.2,4,10,23,1150,0,0
Books,1815.38,2,15,17,432,0,0
Beauty,1552.18,4,20,13,1039,0,0
Beauty,1352.43,1,15,22,89,1,0
Beauty,927.55,4,15,13,1098,0,0
Beauty,1239.34,3,0,8,726,0,0
Beauty,1637.68,1,0,23,44,0,0
Books,1795.21,1,30,16,958,1,1
Sports,54.78,3,0,3,1022,1,0
Home & Kitchen,1115.13,1,25,5,72,1,0
Groceries,664.83,4,0,22,982,1,0
Toys,378.93,2,0,6,524,0,0
Books,863.05,2,25,1,1669,1,1
Fashion,101.3,1,0,11,1128,1,0
Fashion,766.07,3,10,7,914,1,0
Fashion,598.83,4,20,16,736,1,0
Beauty,1263.14,1,0,21,333,1,0
Toys,1049.78,2,0,4,1086,1,1
Sports,362.85,2,20,9,1206,1,1
Beauty,627.92,2,0,24,1383,1,0
Electronics,299.96,3,5,4,1659,1,1
Beauty,1593.41,4,5,23,604,1,0
Sports,394.86,2,30,3,1077,0,0
Beauty,1663.15,4,0,7,1026,1,0
Fashion,457.14,2,0,8,1531,0,0
Beauty,1139.64,2,20,11,1769,1,1
Electronics,297.1,1,15,8,267,0,0
Sports,327.43,2,10,5,1200,0,0
Home & Kitchen,1486.61,2,15,13,967,0,0
Beauty,651.78,4,30,4,1619,0,0
Books,1440.21,3,0,17,366,1,0
Electronics,244.29,2,5,19,1316,0,0
Electronics,686.01,3,10,21,554,1,1
Toys,1988.91,4,5,3,1705,0,0
Electronics,181.42,3,10,5,1474,1,0
Groceries,392.34,1,25,6,1137,1,1
Sports,81.68,2,15,12,1217,0,0
Books,1207.33,4,25,4,1798,1,1
Toys,308.65,4,20,4,1505,1,1
Groceries,335.93,1,15,4,21,1,0
Home & Kitchen,447.83,1,0,10,143,0,0
Books,1599.58,4,5,20,1772,0,0
Electronics,253.12,2,30,21,1315,1,1
Electronics,473.79,3,20,13,1776,1,1
Books,1224.51,2,0,3,1118,0,0
Beauty,1504.82,1,0,13,250,0,0
Toys,1361.14,2,0,10,882,1,0
Books,950.74,2,15,23,1662,1,0
Books,1560.47,4,0,8,986,1,0
Beauty,683.32,4,0,6,308,1,0
Fashion,781.58,2,10,3,1298,1,1
Fashion,733.66,3,10,15,1746,0,0
Books,981.54,2,5,14,1255,0,0
Beauty,1264.12,2,0,1,815,1,1
Toys,970.79,3,0,5,393,1,0
Fashion,501.9,2,0,23,1091,1,1
Toys,1062.21,1,0,20,1698,0,0
Electronics,763.91,1,5,8,664,0,0
Home & Kitchen,1137.28,4,10,18,1211,1,1
Home & Kitchen,402.47,4,0,10,1697,1,1
Home & Kitchen,969.74,1,10,13,1556,1,0
Toys,617.05,3,0,22,1076,1,0
Beauty,841.87,3,0,9,711,1,0
Electronics,949.61,3,0,13,1688,1,0
Sports,199.17,4,0,20,1459,1,1
Books,1620.44,1,25,23,367,1,0
Sports,322.82,1,25,6,558,1,0
Electronics,364.44,1,15,16,841,1,0
Fashion,109.6,3,25,6,258,1,0
Toys,846.61,2,0,7,1236,1,0
Groceries,433.27,3,30,18,402,1,0
Toys,751.09,1,0,18,474,1,1
Books,1980.38,4,20,1,1437,0,0
Sports,187.52,1,0,1,1294,1,1
Books,576.62,1,0,9,86,1,0
Fashion,450.15,3,10,23,131,0,0
Toys,1545.33,1,0,8,131,0,0
Groceries,972.4,1,25,23,13,0,0
Sports,278.49,2,15,7,1259,1,0
Toys,1802.98,2,0,22,14,1,1
Books,756.94,1,15,12,302,1,0
Beauty,422.83,2,0,21,1208,1,0
Groceries,262.58,2,0,5,368,1,0
Groceries,173.33,2,25,12,1193,1,0
Books,1640.39,4,5,22,1092,1,1
Fashion,461.85,1,20,5,24,1,0
Beauty,1561.52,3,0,13,1246,1,0
Groceries,740.04,3,0,5,777,1,0
Groceries,179.48,4,0,11,338,0,0
Toys,703.54,3,0,5,1051,0,0
Fashion,135.66,4,10,7,1416,1,0
Books,1692.15,1,0,21,549,1,0
Toys,929.53,2,0,20,1354,1,1
Toys,1395.09,1,10,7,1213,1,0
Beauty,468.81,3,20,17,443,1,1
Beauty,1167.75,4,15,8,1051,0,0
Toys,491.69,4,0,12,400,0,0
Books,1004.65,3,0,1,267,0,0
Groceries,1015.2,1,20,18,1326,1,0
Electronics,504.41,3,20,5,975,0,0
Home & Kitchen,724.42,1,15,21,809,0,0
Electronics,461.9,2,0,22,1479,1,0
Home & Kitchen,1406.05,2,10,6,579,1,1
Beauty,338.23,3,0,18,1414,0,0
Books,918.75,4,10,6,128,0,0
Groceries,808.23,3,0,19,196,1,0
Fashion,501.68,2,0,11,629,0,0
Toys,961.62,2,0,14,1747,0,0
Books,1474.95,4,5,7,123,0,0
Groceries,1158.65,2,10,4,712,1,1
Electronics,869.52,1,15,10,157,0,0
Home & Kitchen,657.9,4,10,1,563,0,0
Beauty,1272.75,4,0,8,831,1,0
Fashion,750.78,1,10,12,1256,1,0
Sports,200.65,2,0,23,1068,0,0
Sports,100.69,4,0,12,1271,1,0
Groceries,694.93,4,20,19,1707,1,1
Home & Kitchen,553.43,1,0,5,1427,0,0
Electronics,418.48,2,0,2,1455,1,1
Books,958.34,3,0,16,946,0,0
Sports,175.86,3,0,4,1089,0,0
Books,768.92,4,15,11,1475,0,0
Sports,377.1,2,15,16,1330,0,0
Home & Kitchen,960.51,1,0,13,1009,0,0
Electronics,713.59,4,0,11,1739,1,0
Groceries,345.42,2,10,11,357,0,0
Beauty,575.72,4,20,3,1090,1,1
Beauty,1272.19,4,5,17,321,1,1
Sports,71.27,2,5,9,1273,1,0
Toys,1521.54,1,0,2,78,1,1
Beauty,1463.54,3,0,17,20,1,0
Books,1629.48,2,10,8,1108,1,1
Beauty,344.37,4,0,8,546,1,0
Beauty,371.81,3,10,18,525,1,0
Toys,1379.22,4,20,20,1180,0,0
Fashion,595.23,4,0,5,364,1,0
Books,1139.29,4,0,21,1100,1,0
Toys,258.33,3,0,2,748,1,1
Books,1006.49,3,15,19,1414,0,0
Books,641.61,2,0,5,518,1,0
Electronics,212.21,1,20,19,633,0,0
Beauty,1163.45,3,0,16,560,0,0
Home & Kitchen,626.37,1,10,6,168,1,1
Toys,1684.05,4,5,5,496,1,0
Groceries,169.93,3,0,7,1325,0,0
Home & Kitchen,551.91,3,15,3,1711,1,1
Groceries,1014.85,2,0,22,1237,1,0
Books,1618.87,2,20,14,872,1,0
Electronics,894.24,2,0,4,1665,0,0
Toys,578.2,4,25,12,752,0,0
Books,1980.93,3,15,22,489,1,0
Sports,256.47,3,20,21,1272,1,1
Beauty,634.97,3,0,20,351,0,0
Groceries,213.18,1,30,6,424,0,0
Electronics,338.5,2,30,4,923,1,1
Beauty,571.32,3,0,21,1059,1,1
Books,1216.97,4,0,14,279,0,0
Groceries,853.01,1,10,1,1092,1,0
Beauty,838.24,3,15,9,1267,0,0
Electronics,627.08,1,15,12,1058,0,0
Home & Kitchen,940.82,1,0,5,528,0,0
Fashion,165.74,4,10,9,86,0,0
Electronics,390.48,2,10,8,121,0,0
Sports,290.73,2,0,13,853,1,0
Groceries,374.68,3,15,13,1491,1,0
Sports,243.25,3,5,24,205,0,0
Sports,471.68,2,0,15,1715,1,0
Beauty,614.1,4,15,18,1574,1,1
Books,1228.06,2,0,18,1769,1,0
Fashion,533.31,2,0,22,939,1,1
Books,1001.67,2,10,1,28,0,0
Toys,337.99,3,10,3,1718,1,1
Toys,1811.69,3,15,5,428,1,0
Toys,1829.5,1,15,11,1799,0,0
Books,1191.3,2,0,8,482,1,0
Books,996.11,3,0,13,1016,1,0
Fashion,392.76,1,0,4,832,1,0
Fashion,140.48,1,30,14,1405,0,0
Toys,1776.69,2,15,4,1696,1,0
Toys,1985.28,2,0,2,1205,1,0
Fashion,300.43,2,0,8,1005,1,1
Groceries,917.93,2,0,1,818,0,0
Fashion,113.6,2,10,24,737,1,0
Toys,547.61,1,5,20,445,0,0
Fashion,694.2,1,5,17,1393,1,1
Books,915.84,1,0,12,240,0,0
Beauty,441.15,3,20,19,199,0,0
Sports,142.75,1,0,7,149,1,0
Fashion,109.74,2,5,24,786,1,0
Electronics,790.22,2,0,4,739,0,0
Groceries,1126.05,3,10,23,1679,0,0
Electronics,765.32,4,0,24,1030,1,0
Groceries,330.58,3,15,21,16,1,0
Home & Kitchen,1289.79,4,0,17,1786,1,0
Electronics,234.68,1,0,19,591,1,0
Fashion,124.7,2,5,19,1213,1,0
Beauty,586.09,3,0,11,672,1,0
Fashion,757.08,3,0,18,1315,1,0
Fashion,240.59,3,20,7,212,0,0
Fashion,515.4,1,0,14,1438,1,0
Toys,1136.75,1,15,3,57,1,0
Sports,319.93,4,0,4,1135,1,1
Fashion,140.75,3,25,7,647,0,0
Electronics,661.75,2,20,11,971,0,0
Books,1659.95,2,0,16,1390,1,0
Fashion,332.19,1,5,16,99,1,1
Toys,1450.63,4,20,23,988,1,0
Groceries,872.62,2,25,21,78,1,1
Books,761.72,3,10,20,1484,1,0
Electronics,892.2,2,15,24,433,0,0
Sports,361.11,3,0,24,1289,1,0
Fashion,402.91,1,10,14,856,1,0
Beauty,492.56,1,0,24,47,1,0
Toys,761.32,2,5,20,744,1,0
Home & Kitchen,484.41,1,15,1,697,0,0
Electronics,460.29,1,10,2,1736,0,0
Electronics,956.45,1,10,9,1210,1,0
Fashion,605.58,1,0,1,722,1,0
Groceries,284.83,2,20,7,1331,1,0
Beauty,666.67,1,0,6,643,0,0
Toys,1961.56,1,10,3,1504,1,1
Electronics,602.64,3,5,2,1418,1,0
Beauty,452.74,4,10,10,1588,1,1
Sports,347.38,4,25,19,852,0,0
Electronics,698.82,1,15,22,1538,0,0
Toys,1424.41,1,0,17,1248,1,0
Toys,839.36,3,0,8,1598,1,0
Sports,73.89,2,0,6,965,0,0
Groceries,160,4,0,12,869,0,0
Home & Kitchen,1280.01,2,0,3,1098,0,0
Fashion,691.74,4,0,14,514,1,0
Toys,1733.75,4,5,22,1074,0,0
Books,1685.91,1,0,7,1041,0,0
Beauty,1395.31,1,0,10,168,0,0
Fashion,382.97,4,10,13,160,0,0
Home & Kitchen,679.95,4,15,1,499,0,0
Electronics,417.58,3,10,22,579,0,0
Beauty,1613.71,1,0,1,1262,0,0
Home & Kitchen,618.25,1,10,18,1600,1,0
Fashion,757.43,1,30,18,184,0,0
Sports,165.71,1,0,20,698,1,0
Home & Kitchen,891.55,4,5,10,278,0,0
Home & Kitchen,986.91,3,0,7,1240,1,1
Books,1649.17,2,15,12,588,0,0
Home & Kitchen,937.98,3,30,6,215,0,0
Fashion,148.99,1,15,7,240,1,0
Books,1966.97,1,15,21,592,0,0
Home & Kitchen,1155.27,1,0,1,1524,1,0
Home & Kitchen,768.43,3,0,11,1415,0,0
Books,864.09,4,15,3,311,0,0
Groceries,847.48,3,15,12,539,1,0
Beauty,596.57,2,0,2,213,0,0
Toys,471.07,1,15,17,333,1,0
Toys,1720.86,2,10,8,1080,0,0
Home & Kitchen,588.3,3,0,9,597,0,0
Home & Kitchen,512.76,1,15,13,1243,1,1
Sports,291.85,4,25,2,724,1,0
Fashion,742.4,2,15,12,1332,0,0
Toys,1471.59,4,0,16,1170,0,0
Toys,317.83,1,10,6,508,1,0
Electronics,923.3,3,10,17,1647,1,0
Toys,1018.85,3,20,24,152,1,1
Home & Kitchen,1138.67,4,10,15,63,1,0
Sports,153.27,3,10,7,1770,0,0
Sports,195.97,4,15,14,370,1,1
Groceries,1166.97,1,15,18,446,1,0
Electronics,484.57,1,15,14,670,1,1
Fashion,268.82,1,10,11,663,1,0
Home & Kitchen,1157.66,3,15,10,671,0,0
Beauty,879.35,4,0,15,339,1,0
Fashion,684.03,4,15,19,401,1,0
Groceries,943.96,1,0,1,203,1,1
Books,1918.67,1,0,10,1333,1,0
Fashion,697.03,2,15,3,1362,0,0
Books,1839.25,4,5,8,993,1,0
Toys,1982.41,4,15,13,1286,0,0
Home & Kitchen,620.3,4,25,12,151,1,1
Electronics,639.12,4,0,3,1635,0,0
Fashion,690.45,2,0,3,1085,1,0
Electronics,246.43,2,0,16,644,0,0
Groceries,648.22,3,0,17,413,1,1
Home & Kitchen,972.32,3,0,8,901,1,0
Toys,1996.2,4,20,2,700,1,0
Beauty,392.99,3,20,20,648,1,1
Toys,1389.22,3,25,21,303,1,0
Beauty,864.86,4,0,5,1619,1,1
Books,939.54,2,20,11,795,0,0
Beauty,502.63,3,10,19,192,1,1
Home & Kitchen,1133.31,3,5,21,1171,1,0
Electronics,766.96,3,5,12,1771,1,0
Fashion,614.99,3,15,13,1618,1,0
Groceries,599.37,4,0,11,410,1,1
Sports,69.22,2,5,2,650,1,1
Home & Kitchen,804.92,4,0,4,231,1,0
Toys,1037.47,3,0,10,1647,0,0
Home & Kitchen,884.53,2,0,11,87,0,0
Home & Kitchen,503.83,3,15,24,1581,0,0
Home & Kitchen,1377.55,1,0,16,1434,1,0
Books,946.12,2,10,22,937,1,1
Fashion,544.46,4,5,4,1309,1,0
Books,1263.91,3,0,24,686,1,0
Beauty,1562.87,2,30,2,1456,1,0
Home & Kitchen,1406.16,1,0,24,876,1,0
Sports,126.33,4,20,5,1511,1,0
Toys,1096.38,4,0,2,780,0,0
Books,1502.5,3,10,18,1113,1,0
Home & Kitchen,1251.58,2,0,24,1339,1,0
Groceries,301.35,2,0,5,87,0,0
Books,1192.3,3,0,20,807,0,0
Electronics,473.31,4,0,20,101,1,0
Electronics,918.03,1,0,5,58,0,0
Toys,1749.5,3,15,20,1686,1,0
Home & Kitchen,1052.62,3,15,16,274,1,0
Sports,380.66,2,15,5,1664,0,0
Home & Kitchen,1354.93,3,0,22,971,0,0
Books,1699.8,4,15,9,1053,1,1
Sports,59.59,1,10,9,1330,0,0
Groceries,852.72,2,15,17,1498,1,1
Groceries,1045.61,1,0,6,88,1,0
Sports,363.92,3,15,9,1624,1,0
Groceries,177.4,4,10,15,184,1,0
Sports,268.6,4,0,17,140,1,1
Books,580.87,1,10,17,1310,1,1
Beauty,1302.72,3,5,17,185,1,1
Sports,363.75,1,0,23,1657,1,1
Fashion,346.6,4,30,10,1512,1,0
Fashion,180.02,1,20,4,1090,1,0
Fashion,661.54,3,20,23,61,0,0
Books,1318.34,4,5,6,617,1,1
Electronics,546.89,3,0,5,454,1,0
Beauty,357.97,4,20,19,306,0,0
Beauty,1767.67,1,25,14,423,1,0
Books,1972.34,4,0,6,1586,1,1
Groceries,1170.54,3,0,5,389,1,0
Beauty,209.64,1,5,4,215,1,0
Electronics,412.82,3,20,10,1194,1,0
Home & Kitchen,1387.47,2,15,24,1396,1,0
Books,685.39,2,5,5,1261,1,0
Beauty,1244.55,3,30,22,1613,1,0
Home & Kitchen,784.53,2,0,10,645,1,0
Books,1301.54,3,10,17,140,1,0
Toys,1542.81,2,20,15,218,1,0
Beauty,1493.23,3,10,5,1542,0,0
Electronics,941.89,1,0,23,1361,1,0
Beauty,965.41,3,0,22,1617,0,0
Groceries,506.74,1,0,3,781,1,1
Sports,222.39,2,0,20,728,1,1
Sports,298.41,1,0,15,697,1,0
Home & Kitchen,741.13,3,0,18,118,1,1
Toys,1318.8,1,0,7,363,1,1
Groceries,996.15,1,25,17,454,1,0
Toys,1084.25,3,25,7,608,1,0
Groceries,972.31,1,15,5,1663,1,0
Home & Kitchen,507.72,1,10,15,1287,1,0
Electronics,555.86,2,5,5,1267,1,0
Books,1086.99,3,15,13,635,0,0
Fashion,110.8,2,0,24,589,0,0
Books,1283.76,2,0,15,1279,1,0
Fashion,610.18,2,15,1,1404,0,0
Toys,429.34,4,10,16,1112,1,0
Sports,285.71,4,15,5,455,1,0
Home & Kitchen,1363.42,1,0,2,184,0,0
Sports,420.16,4,0,16,696,1,0
Books,1737.68,4,0,22,1634,0,0
Toys,681.55,4,20,15,1431,1,1
Sports,367.04,3,10,14,1240,1,0
Groceries,270.72,3,15,10,1694,1,0
Beauty,398.35,1,0,7,413,0,0
Groceries,655.45,4,0,12,119,1,1
Toys,599.8,3,10,10,1791,1,1
Toys,1042.08,4,0,9,234,1,0
Groceries,869.03,3,5,20,850,1,1
Home & Kitchen,1342.82,1,30,1,644,1,1
Fashion,353.79,3,20,24,1769,1,1
Fashion,729.32,2,0,9,289,1,0
Toys,1693.16,2,5,14,101,1,0
Home & Kitchen,1205.55,2,0,11,202,1,0
Home & Kitchen,306.14,4,0,16,642,1,1
Groceries,239.05,1,0,8,690,1,0
Beauty,516.29,2,0,19,245,1,1
Beauty,1618.92,4,0,19,911,1,0
Sports,216.16,4,20,23,1291,1,0
Toys,316.31,3,10,23,130,1,1
Toys,1647.1,4,0,13,1327,1,0
Beauty,539.93,1,0,6,622,0,0
Home & Kitchen,1294.48,4,15,3,45,1,1
Books,1733.31,2,10,22,1799,1,0
Groceries,215.27,3,15,21,1101,0,0
Sports,309.95,3,15,10,1581,1,0
Groceries,169.29,4,0,21,309,1,1
Fashion,416.09,3,0,11,1172,0,0
Fashion,346.1,4,0,23,358,1,1
Home & Kitchen,695.45,1,0,1,1720,0,0
Groceries,606.89,3,15,7,1221,1,0
Electronics,571.19,3,0,3,1227,1,1
Books,1335.24,2,0,11,1606,1,0
Home & Kitchen,1312.5,4,0,1,1331,1,0
Books,915.8,4,15,19,168,1,0
Books,1449.73,4,10,11,213,1,1
Toys,1104.62,2,30,4,523,1,0
Books,504.22,4,0,1,699,0,0
Toys,1882.7,3,0,8,368,0,0
Sports,67.18,3,10,4,480,0,0
Groceries,196.74,1,0,22,50,1,1
Groceries,728.61,4,10,10,239,0,0
Groceries,957.56,4,20,24,1342,1,1
Groceries,329.49,1,0,22,1350,0,0
Books,1049.44,2,5,19,637,0,0
Fashion,185.79,4,10,11,681,1,0
Beauty,1446.92,4,0,23,88,1,0
Electronics,155.77,2,0,11,395,1,0
Fashion,599.22,1,15,20,289,1,1
Home & Kitchen,392.35,1,20,13,1684,1,1
Electronics,824.91,4,5,17,307,0,0
Fashion,251.59,1,10,10,71,1,0
Home & Kitchen,862.17,4,0,18,1017,1,0
Electronics,454.34,3,0,19,626,1,0
Home & Kitchen,780.02,4,15,6,1787,0,0
Groceries,906.75,2,5,11,1133,1,1
Electronics,470.17,1,0,22,200,1,1
Groceries,743.43,1,10,1,731,0,0
Fashion,430.23,1,0,8,239,1,0
Groceries,337.05,4,0,19,1045,0,0
Home & Kitchen,1410.87,4,5,21,764,1,1
Sports,259.05,3,0,19,1508,0,0
Sports,90.29,1,25,17,1640,0,0
